2,,COOCH BEHAR,0.0,18.6,-100%,NR,2300.8,1891.6,22%,E
3,,DARJEELING,0.0,20.5,-100%,NR,2039.3,2197.4,-7%,N
4,,JALPAIGURI,0.0,24.9,-100%,NR,2269.9,2356.6,-4%,N
5,,KALIMPONG,0.0,16.6,-100%,NR,2051.9,1945.0,5%,N
6,,MALDA,25.7,13.3,93%,LE,902.2,882.9,2%,N
7,,NORTH DINAJPUR,0.0,15.5,-100%,NR,548.9,1144.9,-52%,D
8,,SOUTH DINAJPUR,0.0,5.6,-100%,NR,751.3,813.6,-8%,N
1,,BANKURA,4.8,9.1,-48%,D,988.8,907.9,9%,N
2,,BIRBHUM,9.2,7.8,17%,N,693.5,868.4,-20%,D
3,,EAST MIDNAPORE,12.5,6.2,101%,LE,671.0,963.4,-30%,D
4,,HOOGHLY,0.0,6.6,-100%,NR,884.1,816.6,8%,N
5,,HOWRAH,5.8,5.3,9%,N,976.9,898.4,9%,N
6,,JHARGRAM,0.8,4.7,-83%,LD,676.6,905.4,-25%,D
7,,KOLKATA,5.3,6.9,-23%,D,938.0,1034.3,-9%,N
8,,MURSHIDABAD,17.2,6.2,177%,LE,517.6,763.4,-32%,D
9,,NADIA,1.4,6.5,-79%,LD,532.9,731.9,-27%,D
10,,NORTH 24 PARGANAS,2.7,6.6,-59%,D,832.0,895.2,-7%,N
11,,PASCHIM BARDHAMAN,4.9,8.1,-40%,D,1013.2,851.5,19%,N
12,,PURBA BARDHAMAN,0.8,6.9,-89%,LD,666.8,807.0,-17%,N
13,,PURULIA,0.1,8.2,-98%,LD,812.0,853.5,-5%,N
14,,SOUTH 24 PARGANAS,1.4,7.4,-81%,LD,929.8,1127.3,-18%,N
15,,WEST MIDNAPORE,4.1,4.7,-12%,N,821.9,905.4,-9%,N
1,,ANGUL,2.6,7.3,-65%,LD,784.8,902.8,-13%,N
2,,BALASORE,5.3,7.6,-30%,D,535.1,917.1,-42%,D
3,,BARGARH,2.5,9.1,-72%,LD,901.3,979.0,-8%,N
4,,BHADRAK,2.1,6.7,-69%,LD,480.2,836.2,-43%,D
5,,BOLANGIR,2.2,6.7,-67%,LD,784.3,888.5,-12%,N
6,,BOUDHGARH,0.0,6.4,-100%,NR,946.0,840.0,13%,N
